Op_key, op_path, op_type, op_device, io_shapes, stream_all_time ,sum_stream_n_times, replica_gpu_compute_time, replica_cpu_compute_time,memcpy_time, total_time, stream_all_calls, sum_stream_n_calls,replica_gpu_compute_calls, replica_cpu_compute_calls, memcpy_calls, total_calls, all_start
tower_0/v/cg/dropout0/dropout/dropout/mul@GPU-0@ 0:(128x4096) 1:(128x4096)->(128x4096) -t f32,tower_0/v/cg/dropout0/dropout/dropout/mul,Mul,GPU-0, 0:(128x4096) 1:(128x4096)->(128x4096) -t f32,42000,0,61000,0,0,0,1,0,1,0,0,0,[1552507415119686000, 1552507415119686000, 1552507415119747000, 1552507415119751000]
tower_0/v/cg/mpool1/MaxPool@GPU-0@ 0:(128x192x27x27)->(128x192x13x13) -t f32 -data_format NHWC -ksize list { i: 1 i: 3 i: 3 i: 1} -strides 1 2 2 1,tower_0/v/cg/mpool1/MaxPool,MaxPool,GPU-0, 0:(128x192x27x27)->(128x192x13x13) -t f32 -data_format NHWC -ksize list { i: 1 i: 3 i: 3 i: 1} -strides 1 2 2 1,1208000,0,1240000,0,0,0,1,0,1,0,0,0,[1552507415091146000, 1552507415091146000, 1552507415092386000, 1552507415092390000]
v/cg/affine0/biases/read@GPU-0@ 0:(4096)->(4096) -t f32,v/cg/affine0/biases/read,Identity,GPU-0, 0:(4096)->(4096) -t f32,0,0,500,0,0,0,0,0,1,0,0,0,[1552507415062402000, 1552507415062402200, 1552507415062402700, 1552507415062405000]
tower_0/v/alexnet_synthetic_labels@GPU-0@ 0:(1) 1:(1) 2:(1)->(128) -t i32 -Tout i32 -seed i: 123 -seed2 i: 16,tower_0/v/alexnet_synthetic_labels,RandomUniformInt,GPU-0, 0:(1) 1:(1) 2:(1)->(128) -t i32 -Tout i32 -seed i: 123 -seed2 i: 16,8000,0,63000,0,0,0,1,0,1,0,0,0,[1552507415062229000, 1552507415062229000, 1552507415062292000, 1552507415062295000]
tower_0/v/cg/dropout0_1/dropout/dropout/random_uniform/RandomUniform@GPU-0@ 0:(2)->(128x4096) -t i32 -t f32 -seed i: 123 -seed2 i: 172,tower_0/v/cg/dropout0_1/dropout/dropout/random_uniform/RandomUniform,RandomUniform,GPU-0, 0:(2)->(128x4096) -t i32 -t f32 -seed i: 123 -seed2 i: 172,19000,0,40000,0,0,0,1,0,1,0,0,0,[1552507415062303000, 1552507415062303000, 1552507415062343000, 1552507415062345000]
tower_0/v/gradients/tower_0/v/cg/conv4/conv2d/Conv2D_grad/Conv2DBackpropInput@GPU-0@ 0:(4) 1:(3x3x384x256) 2:(128x256x13x13)->(128x384x13x13) -t f32 -data_format NHWC -p s -cudnn 1,tower_0/v/gradients/tower_0/v/cg/conv4/conv2d/Conv2D_grad/Conv2DBackpropInput,Conv2DBackpropInput,GPU-0, 0:(4) 1:(3x3x384x256) 2:(128x256x13x13)->(128x384x13x13) -t f32 -data_format NHWC -p s -cudnn 1,6271000,0,6373000,0,0,0,1,0,1,0,0,0,[1552507415142850000, 1552507415142850000, 1552507415149223000, 1552507415149227000]
tower_0/v/cg/dropout0/dropout/dropout/Floor@GPU-0@ 0:(128x4096)->(128x4096) -t f32,tower_0/v/cg/dropout0/dropout/dropout/Floor,Floor,GPU-0, 0:(128x4096)->(128x4096) -t f32,30000,0,45000,0,0,0,1,0,1,0,0,0,[1552507415077337000, 1552507415077337000, 1552507415077382000, 1552507415077384000]
tower_0/v/cg/conv1/conv2d/Conv2D@GPU-0@ 0:(128x64x27x27) 1:(5x5x64x192)->(128x192x27x27) -t f32 -data_format NHWC -p s -cudnn 1,tower_0/v/cg/conv1/conv2d/Conv2D,Conv2D,GPU-0, 0:(128x64x27x27) 1:(5x5x64x192)->(128x192x27x27) -t f32 -data_format NHWC -p s -cudnn 1,5273000,0,7172000,0,0,0,1,0,1,0,0,0,[1552507415081771000, 1552507415081771000, 1552507415088943000, 1552507415088949000]
tower_0/v/gradients/tower_0/v/cg/conv3/conv2d/Conv2D_grad/Conv2DBackpropInput@GPU-0@ 0:(4) 1:(3x3x384x384) 2:(128x384x13x13)->(128x384x13x13) -t f32 -data_format NHWC -p s -cudnn 1,tower_0/v/gradients/tower_0/v/cg/conv3/conv2d/Conv2D_grad/Conv2DBackpropInput,Conv2DBackpropInput,GPU-0, 0:(4) 1:(3x3x384x384) 2:(128x384x13x13)->(128x384x13x13) -t f32 -data_format NHWC -p s -cudnn 1,8748000,0,8837000,0,0,0,1,0,1,0,0,0,[1552507415156446000, 1552507415156446000, 1552507415165283000, 1552507415165286000]
tower_0/v/cg/conv4/BiasAdd@GPU-0@ 0:(128x256x13x13) 1:(256)->(128x256x13x13) -t f32 -data_format NHWC,tower_0/v/cg/conv4/BiasAdd,BiasAdd,GPU-0, 0:(128x256x13x13) 1:(256)->(128x256x13x13) -t f32 -data_format NHWC,371000,0,390000,0,0,0,1,0,1,0,0,0,[1552507415115187000, 1552507415115188000, 1552507415115578000, 1552507415115581000]
tower_0/v/cg/conv0/Relu@GPU-0@ 0:(128x64x55x55)->(128x64x55x55) -t f32,tower_0/v/cg/conv0/Relu,Relu,GPU-0, 0:(128x64x55x55)->(128x64x55x55) -t f32,1293000,0,1312000,0,0,0,1,0,1,0,0,0,[1552507415079184000, 1552507415079185000, 1552507415080497000, 1552507415080500000]
